,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,total_cases
0,0.0,-1.0818144442666104,-1.183554006793482,-0.7595712098107669,-1.2727272727272734,-0.5424479690690981,-1.008038024867409,-1.0776305104009907,-0.9471588657161515,-1.0924172538824306,-0.49785827369696933,-1.1787267076593515,-0.8083937780616651,-1.2258059139595021,-0.5401145840842059,-0.7404373233557378,-0.9359450146847658,-0.5108197496055789,-1.1945773524720904,-0.517934335947322,-0.30591676762592884,4
1,0.0,-0.5599561463416755,-0.5836933797885653,-0.21439509954681987,-0.2727272727272735,-0.5413334232348515,-0.5447743937142141,-0.559236690586833,-0.4482561686230048,-0.4651258589737926,-0.479333137885507,-0.5828327196812447,-0.26341311942954854,-0.2904321455527633,-0.5377890131719495,-0.21404066246718279,-0.2246118382491915,-0.4990066915895784,-0.26913875598086195,-0.4950762030514779,-0.3056229818368933,5
2,0.0,0.006303960539878677,-0.005017421657565221,-0.21439509954681987,0.0,-0.5309527741148506,0.006414070669039134,0.005247079817170647,-0.08502669606517788,-0.02442025124492173,-0.4506219667010108,-0.005022628059878391,-0.21112123932264654,-0.00022486597559708154,-0.5263007550472193,-0.21404066246718279,-0.08920026309373415,-0.489123956108047,0.0,-0.479202136375516,-0.3028206010567949,4
3,0.0,-0.06112100861931078,-0.053519163696881394,0.11026033689141629,0.22727272727272735,-0.5106048298424521,-0.06186421948011547,-0.061176316511589245,-0.011965055732695545,0.020093820123781497,-0.4345122012310204,-0.05356342977796346,0.07964902264811392,0.1997379818372349,-0.5062216273349388,0.11162352169664341,0.17267993023983938,-0.46248993575476804,0.22976475279106828,-0.45418223638823346,-0.2969809636252437,3
4,0.0,0.1449910922253533,0.14606271763003834,0.7411944870169722,0.49999999999999917,-0.4797886145592736,0.14910683640670833,0.1448275749979808,0.3573152014691072,0.2549047755610895,-0.3977233225544017,0.1463100807247951,0.6727881521100627,0.4612657774022611,-0.47513997671853725,0.7705480048810638,0.6090262314789754,-0.4165912888689525,0.5120614035087712,-0.4166424681444812,-0.2872633874014426,6
5,0.0,0.1460874332038249,0.15777003470091436,0.3859111791842767,0.49999999999999917,-0.4382288960665289,0.15024690747206812,0.14650290559284376,0.22667022617360882,0.25560675591250226,-0.3586828756162403,0.15804524315885643,0.3503444031373366,0.4622557793979493,-0.4338113748452397,0.3952749865758153,0.44172897168675973,-0.38380860824123947,0.5120614035087712,-0.3751192869127321,-0.2724912334471193,2
6,0.0,0.15430999040806578,0.16334494787054724,0.08575803981872916,0.22727272727272735,-0.385896038335644,0.15880347282006757,0.15460631683464374,0.12106665033853467,0.15457004989602915,-0.3091211280826942,0.1636338342912132,0.07748367773635105,0.2176162067683702,-0.3817887055338263,0.08672757544630577,0.16143183862217828,-0.34119992237025215,0.22976475279106828,-0.3327110949449583,-0.2511671127270909,4
7,0.0,0.4393586405132037,0.42313588830768134,0.49617151607569293,0.0,-0.32302017887805207,0.46201240836023805,0.43976113662623595,0.4672409543379544,0.240100039533363,-0.2315601051803658,0.4243614514096429,0.4762360820980031,0.03431454614444878,-0.31828397651329454,0.510572636729559,0.22999450870813498,-0.2641924806478205,0.0,-0.2810140511199381,-0.22153312666963254,5
8,0.0,0.36754830751686907,0.363484320709579,0.4777947932818968,0.0,-0.2500997309743004,0.3844215508204629,0.36813447484857886,0.41129578203780287,0.19623654828499226,-0.16550689581747594,0.3644429815170964,0.45374407581498793,0.029502414534289922,-0.245927455283898,0.49128346235228626,0.2217394715171563,-0.19127220076449714,0.0,-0.21151093195016377,-0.18167803888538017,10
9,0.0,0.47553789226558346,0.4699651565912298,0.4777947932818968,0.7272727272727265,-0.16790421076234163,0.5014115718558365,0.4768303785102185,0.4847519202113507,0.5594394143574561,-0.07641461481187155,0.47142189771973086,0.4639476276897425,0.6934574409211999,-0.16354253823411488,0.49128346235228626,0.6046573375184351,-0.10829057945915578,0.7527910685805415,-0.09224355425463898,-0.1296887771448133,6
10,0.0,0.2250239824643001,0.23191637614986232,0.1470137825218899,-0.5000000000000008,-0.0774713891850927,0.23282938461356636,0.22545959538413068,0.1905420833697559,-0.08779086565839284,-0.012324536155915814,0.23239557376659553,0.13966967849169346,-0.43074831005757724,-0.07487425882073644,0.14906464025943045,-0.18293838291110498,-0.036299636661953016,-0.48793859649122884,-0.07926627758110065,-0.063838981381026,8
11,0.0,0.34726599970292166,0.34620209046904793,0.3920367534631692,0.49999999999999917,0.019901231202745735,0.3626536267642393,0.3478925172499634,0.36481442122731117,0.3844201484436539,0.09401380612916714,0.34708919650290027,0.3738526078563331,0.4781900972380354,0.022734763751858036,0.4016528718282374,0.444613407203204,0.07561151267000757,0.5120614035087712,0.08260807487503664,0.017197210758930034,2
12,0.0,0.1954227764676402,0.2001393728389874,0.3859111791842767,0.0,0.12267061456868579,0.20174598335597543,0.19562238210086214,0.2599750204462078,0.09109810358255138,0.17390988680594807,0.2005253016109767,0.3543737437831425,0.016325269009740937,0.12389009789767766,0.3952749865758153,0.18046428550447416,0.1781718426650643,0.0,0.1437899814977245,0.11412196200486473,6
13,0.0,0.29244895162348955,0.2832055749691259,0.4410413476514247,0.0,0.22906806527715542,0.3041454985391626,0.2923097976385748,0.3463170227349141,0.15036404216312768,0.2883882508443152,0.2838538071963301,0.4125401562018153,0.023026274751942678,0.23037853390366103,0.4527925928016601,0.20522939711593638,0.28939668989498074,0.0,0.24520124416182143,0.22680009540758356,17
14,0.0,0.4289434013903909,0.4236933798197712,0.42266462481474876,0.22727272727272735,0.33712477650496037,0.45070843076645445,0.4298893749050294,0.4317936870154216,0.3260015794583182,0.4136756394121656,0.4249215830549986,0.4091857398090103,0.2390792685595298,0.33922289663362115,0.43359089762844477,0.31609309847821226,0.3964509351759295,0.22976475279106828,0.3715388829817423,0.3540759762763587,23
